mql_id,seller_id,won_date,business_segment,lead_type,lead_behaviour_profile,business_type
5420aad7fec3549a85876ba1c529bd84,2c43fb513632d29b3b58df74816f1b06,2/26/2018 19:58,pet,online_medium,cat,reseller
327174d3648a2d047e8940d7d15204ca,612170e34b97004b3ba37eae81836b4c,6/5/2018 17:27,home_appliances,online_big,cat,reseller
ffe640179b554e295c167a2f6be528e0,ed8cb7b190ceb6067227478e48cf8dde,7/3/2018 20:17,home_appliances,industry,wolf,manufacturer
b94fba7670eeb44dce2a0d8eb790e9f5,1c742ac33582852aaf3bcfbf5893abcf,2/7/2018 18:04,health_beauty,online_medium,,manufacturer
b02c89251106e1fdd9d92744be9f94f2,44ed138eca6214d572ce1d813fb0049b,4/17/2018 17:01,health_beauty,offline,cat,manufacturer
0173e8d8b1d94a355b440fb67388f532,87d73636a3acf123e842bb890a4db036,4/24/2018 3:00,household_utilities,online_medium,eagle,manufacturer
408a9c4a79800232ac656249af3162eb,b566ab0ef88016e00422755e305103c6,2/23/2018 13:54,construction_tools_house_garden,online_big,cat,reseller
c556184b3fe2087834850b68fa435cee,2d2322d842118867781fc737e96d59a1,5/22/2018 13:24,household_utilities,online_medium,cat,reseller
ab11f58a6bf7036a656364b0ba68fb74,9e7c5f4d7770eab65738cca38f9efccf,4/10/2018 3:00,sports_leisure,online_medium,cat,reseller
450b97a48568c3118ff397f73abe4e4a,df91910b6a03bb2e3358fa6a35e32f6f,4/10/2018 19:21,food_drink,online_medium,cat,manufacturer
ed3d878bf23177e7075ce07578841047,249f0e9905a6e06ad6c6bea7547ab9f6,5/11/2018 19:03,home_decor,online_medium,cat,manufacturer
119ce5d79e3c006a9e46967bff271cb2,b494891378bd8f4560abe576c52deacd,6/19/2018 14:08,health_beauty,online_top,cat,reseller
0b97be8b4b408a3a0780a32e0a143a7f,7d13fca15225358621be4086e1eb0964,2/8/2018 17:20,watches,online_big,,reseller
4151b0029636a1c55afcce9283ac7902,e819bcfade7b5d88a27325eb6cfd62c5,2/12/2018 13:18,home_decor,industry,,manufacturer
fc4166d1b1e192f650ee2d807b54c943,70c27847eca8195c983ed7e798c56743,2/8/2018 20:57,pet,online_small,,reseller
85e43237b3fb87d881c757f44f1b0357,556a6409838156ea299c9d1f9e2dde43,4/6/2018 20:52,household_utilities,industry,shark,reseller
9ce2e101957dc53e3e89cc8e1599aa60,a4fc6eadaff1576af888509a53420f6a,4/13/2018 12:27,computers,online_beginner,cat,reseller
4bb1ec1ff58ad39558e8468054bfc469,4fae87d32467e18eb46e4a76a0a0b9ce,7/19/2018 18:06,small_appliances,online_medium,cat,reseller
e428d5580f729d23e6070e43c492e424,8b181ee5518df84f18f4e1a43fe07923,4/25/2018 3:00,health_beauty,online_medium,shark,reseller
e3c91316d8f28b18d96869aebbb7c3ec,d594982fd877af63ace38ea1fca27c76,6/5/2018 17:20,audio_video_electronics,industry,wolf,reseller
b055fc7de322786cd9ddc996cb6e72ff,398cb257329ef7af7f1943a8974a3cbc,3/6/2018 12:25,food_drink,online_medium,cat,manufacturer
d955b97b28c2966211c9de2fe22fefbd,26e2c91ef821e1ff8985f408788fe35b,2/6/2018 15:46,bed_bath_table,online_beginner,,manufacturer
1d7cc0f1d0b54eac3609c5222246595b,dedcab67899479e4ea5dcc4eba47f587,5/15/2018 18:05,car_accessories,online_medium,,reseller
78f9eb91b8c7b3b3967fab18283ec614,ca4b77513ac2040591b0d8fae6958380,6/11/2018 12:40,health_beauty,online_medium,cat,reseller
f72a53e19c3310188cedd074226312c9,6e4a902d1054e4e17aa6eab87fac1c75,6/18/2018 13:58,audio_video_electronics,offline,wolf,reseller
d25814a309be54d1d2279a4ff921ea28,2d42ebcda99fd55f6f4bc2f1ca035d50,4/11/2018 3:00,home_decor,online_big,cat,reseller
e3ed7cb7b47e4079cb9fef895846b3e2,04843805947f0fc584fc1969b6e50fe7,4/18/2018 16:50,home_decor,online_big,cat,manufacturer
7c9ac4388867d4cc3f1cf9c05ad7e944,751e274377499a8503fd6243ad9c56f6,7/30/2018 14:34,audio_video_electronics,online_big,cat,reseller
014c073ef65e4a7ef73acd61cf606164,2646baaf662d4d92ac48f047e35db92d,3/23/2018 19:06,construction_tools_house_garden,online_medium,eagle,reseller
3a91a097116d6c8b32d41e0c81dd1e9c,e433f5fd4050e3352b5d83522b7fe24b,4/26/2018 3:00,construction_tools_house_garden,online_medium,cat,manufacturer
1c69de363482d0cbc9b6da97cb49757a,dc64d75cc406bb0697be983831430e60,4/30/2018 21:13,audio_video_electronics,online_small,cat,reseller
415ae4e297c08fd8790a5b1e1ba8482e,08d1c9478fb0d7d7fcac9c0da4e82fc7,4/27/2018 13:35,home_decor,online_medium,wolf,manufacturer
f5da97d441cd42b0b26c10145b71a923,ee2fbacc2fc3794e656cc4d933d59ce7,5/18/2018 18:08,small_appliances,online_big,cat,reseller
682e8ae60182137d74d90ada9e0947d8,7fc87cc3e89b3d1d5cabdca32f8485aa,2/27/2018 19:19,home_office_furniture,offline,cat,manufacturer
009ff90f082aaa9fcd6e14caf65c7cc6,134285d1f41da5c13a756ee8142c8a4e,4/3/2018 3:00,car_accessories,online_big,cat,reseller
29b97ecc5839e61efb7bdc25e979d8c6,e9e446d01bd10a97a8ffcfc4a3a20cb2,4/27/2018 16:11,health_beauty,online_medium,cat,reseller
8d6be534a8bdd08e11efe57c6ce3dd21,6061155addc1e54b4cfb51c1c2a32ad8,4/27/2018 20:44,pet,online_small,cat,reseller
4979feabd6097fb6100fd36c3c32aae0,bba8d0c234a52b87b3957037a215d1a4,2/22/2018 21:07,home_decor,online_small,cat,manufacturer
5985e72b3752e4749926885db1b45be4,044668ccd5316b12a7cf0d54a156e3e9,1/31/2018 21:00,food_drink,offline,,reseller
e5f15cc640c8a7408103dd190ced966c,30a81d8cf85fb2ada1b1b094c9583a95,1/19/2018 16:51,pet,online_top,,reseller
afac78e614dac1a1470030ea55c08eef,0ddefe3c7a032b91f4e25b9c3a08fca1,2/9/2018 15:35,household_utilities,online_small,cat,reseller
496515dec2a1c280f145f6ccb34851fb,6f835fd4be26989b1b064399da346143,4/27/2018 16:09,audio_video_electronics,online_medium,wolf,reseller
17c77fd570aa86b74387fae66d9d4edd,3e35a8bb43569389d3cebef0ce820f69,1/18/2018 11:09,food_drink,industry,,reseller
cc4ec90b270b9f1de8dc2d8864425252,a7d0f8dd44f57ef6de7f7f02e3d82630,4/27/2018 21:38,health_beauty,online_medium,cat,reseller
f0b314f185b80cf35d986e298db53fe3,a663d9c3797e90eac99ff60939416a56,4/27/2018 21:08,computers,online_beginner,cat,reseller
a82596c6fd3ed643b18a2a942eb6ddc9,a213f1bd6458f4a158f3746cb2514559,4/26/2018 16:05,computers,online_beginner,,reseller
36f6d5bde803873f6bffe9949f258935,a56e351445e5863fc8960640ba9190c7,2/26/2018 20:02,home_decor,online_small,cat,reseller
2708ccf204c47df56b5469327e900581,fcdd820084f17e9982427971e4e9d47f,2/15/2018 17:38,household_utilities,online_big,,manufacturer
44ebc4e28c99d8aeaead73b4b70cc5e9,131fcb0a0c9a47bba4474aacff0f14b7,4/20/2018 3:00,home_appliances,online_medium,cat,reseller
62e44187d92348c552952aa4bf152e90,3d5d0dc7073a299e31fa718ce1bc00b6,5/7/2018 16:42,health_beauty,online_medium,cat,reseller
0f2ad81c100f7a6c7475bd26ceb76cbf,3492e68f37fd1df87f4f2f2ea247f445,2/12/2018 18:46,car_accessories,online_medium,cat,reseller
cfccca319397a5ea2bb11bd90b0d925d,ba143b05f0110f0dc71ad71b4466ce92,4/17/2018 19:12,books,online_big,cat,reseller
1ab8d42d9e4a6b86010ac0a10c58fa86,11fb6f6d341adbe19e81733701704635,6/15/2018 21:32,home_decor,online_medium,wolf,reseller
080261e4427a081fc6e637b654f590ee,ade45994b717ccee333492330fbf037b,3/14/2018 12:18,audio_video_electronics,online_big,cat,reseller
42e452a93e736373dd9281c113eff2b7,da6a60cc8cc724fe51be021ff8be779c,5/14/2018 16:06,books,online_big,cat,reseller
bde34e7721e5a33091503ba45b3f8ea5,a69aa24cec11168e7e39a3fbc727e925,4/30/2018 3:00,health_beauty,online_big,cat,reseller
ac68bc93ecc07d7daec8ce924ca09b0c,6025c79c035c3d772133b8b8238463b2,5/10/2018 19:07,car_accessories,online_medium,wolf,reseller
cd46a0224c83d17b825ebc226df3479c,e1643dff33666ca629e3644c02738179,3/13/2018 14:56,household_utilities,offline,eagle,reseller
3cc3bc10218cf509ba24613cda41d940,cc63f0dd2acba93ffed4fe9f8e0321fa,4/24/2018 3:00,home_office_furniture,online_beginner,eagle,reseller
b223756da60ed5012d1d302bc9f50f6e,bb2afe2061d53c6968aa0cffa233a8ec,4/6/2018 17:56,sports_leisure,online_medium,cat,reseller
b30be338efa14f74a40949dbafd02b57,c8cc60ffd415254af5d9b9f34f32c369,4/30/2018 20:23,pet,online_medium,cat,reseller
8551ef0d517bfc756cb31e0477ac4adc,c1849d4d32d7a6cecd5aa471809d3135,5/18/2018 12:47,party,offline,cat,manufacturer
d6e0ddfc5b05597877a7d5036789a3a1,4125d9385a25e82d2f72d3a0fd55bc3f,4/5/2018 15:06,home_decor,online_medium,cat,reseller
66744053f818d4032f5ba881340db020,5f5a58930c3c35f3b5af264f34fb8c85,2/26/2018 17:07,air_conditioning,online_medium,wolf,reseller
fa027edbceb48e6657770c2985172201,8fbd63429be6d3e5e6d1a709b6464802,1/23/2018 17:58,car_accessories,industry,,reseller
a562fd35af2738ce6d88f785ef4eb134,b16d3dadc47d4eb18be3d88bad0775ce,3/28/2018 16:11,sports_leisure,online_medium,cat,manufacturer
ab1417ecaf41d8fb741fade9be0b8ab1,dd5450b022b2d00a2145a66331e1aef6,2/19/2018 17:26,household_utilities,online_medium,wolf,reseller
9b6edcffd428da99ae60cc01049a8403,845e8036c3f7bf62099352f5ed910240,5/3/2018 3:00,bed_bath_table,online_big,cat,reseller
7f12bc8cffb170e083ea5c5296272b97,f049a72cf58fd31b11f8919cade515e7,5/24/2018 22:16,audio_video_electronics,online_beginner,cat,reseller
d9734d3817f40bb704b7cc4984ec39b0,117cfc326c6d50da67ca858ff5c0c852,3/29/2018 20:20,household_utilities,online_medium,wolf,reseller
bc18cd01dacdd62719e6b4d59248c5e1,f1fdf2d13186575751aa25876536d85c,3/22/2018 13:06,sports_leisure,online_big,eagle,reseller
d1d35acfd20d413bbda1eae8e208f0b5,b64d51f0435e884e8de603b1655155ae,2/15/2018 16:06,household_utilities,online_medium,,reseller
48a8b46e7ea342b913b50c7087f78162,56e361f411e38dcef17cdc2a3d99628b,5/10/2018 19:16,audio_video_electronics,industry,cat,manufacturer
30c5ba4650eee4a5550cdfa16fb4f195,cac876b37d3abcd6bd76caca30277996,1/29/2018 17:13,home_decor,online_big,,reseller
60a7799873854c9ccd549ec39c8efddf,a414555ce331b8c8aea4a9cb8395194d,1/29/2018 20:08,home_appliances,online_medium,,reseller
428a96d781ccb96d757bbf82f8242d95,c54679b132454625907c773d273d4126,1/8/2018 19:14,health_beauty,online_medium,,manufacturer
21c55cb2ff8f7ce34b89f7cc8cf71d9f,4a82168aaef173cbb6e46ae88728f919,5/2/2018 17:57,health_beauty,online_big,wolf,reseller
d90b1c32b55f731e8a2072bfad782fdd,d8d9567d0bfb0bc7eb845a205ba42657,2/9/2018 13:41,books,online_medium,wolf,reseller
6dfdc6a7e91f5d20a16c956c33974ca5,3ab971ce71839580d2ae5b4e40fe8044,4/27/2018 13:55,home_decor,online_big,cat,reseller
ffdd99e05df27c02a2fb1669d49e0c76,02f623a8eb246f3c5f7c2f96462654e6,4/18/2018 20:16,sports_leisure,online_medium,eagle,reseller
c028b7dd285d13e19ff7a4cabf8bf700,6aa3928696eab49a19a466e665a649fd,2/7/2018 13:40,health_beauty,online_medium,,reseller
90513943523077ad07582e989457ccec,539ed9e19811677513447759be5eccfc,5/15/2018 18:16,home_decor,industry,cat,reseller
080cc5a4ec71a747e260e274bdb13b64,d7827b2af99326a03b0ed9c7a24db0d3,3/29/2018 16:29,construction_tools_house_garden,online_big,cat,reseller
a4fa73f413400524fef474c93faa5e02,bd4431c1a8dfa744b59e1e2a8bc99b9e,1/26/2018 18:13,health_beauty,offline,,reseller
bd503b6e91ef50d1c4c169476158e8eb,4a1917ef994878940e1fb03eeb787ad7,4/9/2018 17:28,phone_mobile,industry,eagle,reseller
f6127362ba4727c54d742b7ab1ae7c1c,c0aff2da32c17759d30b22fb0af6649d,4/20/2018 13:24,music_instruments,online_medium,wolf,reseller
2448225d3dfa0dc52632c746aa76b66e,cb6c9f5888a7a090c75beaf615925792,4/20/2018 19:04,construction_tools_house_garden,online_medium,eagle,reseller
c36d210f50e7ef3103da68ab61efd093,59cea8e446d3834393058e7e0666b6fb,5/8/2018 12:18,small_appliances,online_big,eagle,reseller
384b5bdbe32117213b87f8f5e0604be4,2cb98e27ce1c18abdb42209b34c382a7,2/28/2018 3:00,car_accessories,online_beginner,cat,reseller
6c465ed53d17739467c95fe414d8e056,3289d8c3eef4873f91ce0b1343c0dd58,4/26/2018 20:04,sports_leisure,online_small,cat,manufacturer
f74b25a7dc1504cf5a3b964a990266ff,55c26bcb609f480eb7868594245febb5,3/1/2018 14:58,baby,online_big,cat,reseller
57e65b6fc1f2e47c402deeee25bba1aa,5c3460cd3e8a984382ae254e7dd20d9f,1/10/2018 18:15,baby,online_small,,reseller
e430deb739cc669ad740c421931bc8f8,0e72c1a751b496722a6cb1f10653b62a,3/12/2018 18:24,books,industry,wolf,reseller
cd9e8a4a222eb86428130d42fc684ca5,ae7ab174effdead6c241e547e4ca13f0,4/4/2018 21:17,household_utilities,online_medium,cat,manufacturer
aadd608980d2f5f7ee3942cc912eef00,1d953075c2f0dd990bacf27b83b330f1,6/20/2018 12:24,computers,online_medium,"cat, wolf",reseller
d88a45e680327e0b22a34020d8f78252,9261d76c62caaf0b24677c2ceb7f8f20,5/22/2018 21:25,household_utilities,industry,cat,reseller
e2e57ded5b59a2058dd5855564c6b5ea,160851d3ece7aa1a510f8d1a4bb8a8af,7/18/2018 20:24,construction_tools_house_garden,industry,cat,manufacturer
098d6dd896e6740f88282b48495d47ef,c004e5ea15737026cecaee0447e00b75,3/26/2018 19:31,construction_tools_house_garden,offline,shark,reseller
d0b16c2b9e945575082a7e81f6f933b0,7ff588a03c2aeae4fbd23f9ae64b760d,5/21/2018 20:28,car_accessories,online_big,cat,reseller
512182619d12ae0863827b7e5ab97f19,880ce4951cf857ab1d9e0b75c1d856f4,1/31/2018 2:00,car_accessories,industry,,reseller
0951c34dc17cf35be31bb59fa96435df,9e6967d3cf386d284251784b18ccb485,4/13/2018 13:41,construction_tools_house_garden,online_big,cat,reseller
8292c2c5afbab7549123a2640e22044a,e9c2dc0dd4ac38448289be644ac94f42,6/20/2018 18:32,sports_leisure,online_medium,shark,reseller
7270ec1d67725ee992193adf9e9f2637,964ff64dc05b13811c6d0f41e0aa5f6b,4/11/2018 14:36,home_decor,online_big,shark,manufacturer
4de20dd98d2ca78fd643bdc4f0a6359b,1cbdc7cf130a41fd13a3c2a7d2fcfda7,3/16/2018 19:39,bed_bath_table,offline,eagle,reseller
3c803c1d8fef5385ca87aa1f8952338e,271b8923c6a549e02d3c9fd1f8c0422b,6/1/2018 16:45,household_utilities,offline,cat,reseller
3cab34e6c6a51d1f2ca8e76908c62368,44717f64ec2a457979cf83c429077666,4/5/2018 19:05,handcrafted,online_medium,cat,reseller
e2e3fb19cb1f4edf8c601bab9adbad86,31be790e64fc99f8ff48ec2bd18a3104,6/29/2018 20:16,household_utilities,online_beginner,eagle,reseller
0de705dc7d8026cc9b2128b775e4c35e,120476eb7a04c149d14772edaf5d9bf2,6/25/2018 18:42,construction_tools_house_garden,online_big,wolf,reseller
8f118ab2a5c0d99362fb67e29856acab,94d76e96eedd976258cd3278ce56d5f2,2/7/2018 20:39,construction_tools_house_garden,online_big,,manufacturer
299d8968ef74c5086cb3ee21f13ed27a,377bc18334c78dd2f1535ef22a3ad225,3/7/2018 22:08,car_accessories,online_big,cat,reseller
081c243a74472af67b65145cff5221c7,58f1a6197ed863543e0136bdedb3fce2,2/27/2018 17:30,fashion_accessories,online_medium,eagle,reseller
39ecc5282d4511dca4c757113e1312d1,65febd49fd28ec955651299159b1f527,3/19/2018 18:58,household_utilities,online_big,,reseller
02c1f06978b821b2996ec257932f2947,9b1585752613ec342d03bbab9997ec48,5/11/2018 14:22,car_accessories,offline,cat,reseller
072446c6aa02c85a9a91d6a75116def5,cbf09e831b0c11f6f23ffb51004db972,4/10/2018 18:20,household_utilities,online_top,cat,reseller
0d8b45d95dc4bd9712dc67f87db79a8e,4f0d637c1197fd65405ebd755ac9f86b,3/12/2018 21:20,health_beauty,online_medium,cat,reseller
fe75268bb28b40ef89979d0ec2c54497,dbdd0ec73a4817971d962698f2fea022,2/2/2018 13:08,health_beauty,online_big,,manufacturer
239ce949b3bcb25a0c47779fe37c80e0,caa9bc43a9fe8cf9c564ddd8a03cc4a6,3/28/2018 16:09,toys,online_medium,cat,reseller
b8bb2a1d59f4ecae0646fc039b75391e,fe87f472055fbcf1d7e691c00b1560dc,1/23/2018 12:41,home_decor,online_medium,,reseller
6c6094f256f51e83fe02bce6091163e7,da4d149c0ddbac90557103ac0a0ec356,1/11/2018 17:16,sports_leisure,online_medium,,reseller
10fa97233fb64af4b6ce8316d0bc2eca,693660429f9dc4ff704eb3d88dad54d7,5/25/2018 21:25,audio_video_electronics,online_medium,wolf,reseller
cdd41e8e7e609526df11a959b953cc0d,7d7866a99a8656a42c7ff6352a433410,5/30/2018 22:29,household_utilities,offline,cat,reseller
3c13b54db21952663b5775d142be0ed2,657969cca82e884d272385ec0ef06edd,2/8/2018 19:03,fashion_accessories,industry,,reseller
5bee2861956d76fe35e91c33bc4a81b3,dda37071807e404c5bb2a1590c66326f,3/26/2018 20:08,bags_backpacks,online_small,eagle,manufacturer
37d92d59a2b02e0256aa1d2bddcfa50d,671585f5a2af58b6e276bc01003c0d2b,6/19/2018 19:54,household_utilities,online_medium,,manufacturer
503831c6265361a08aa4113b4d867178,4a1f694197d05fe70026b016a7316b41,2/2/2018 11:25,home_decor,online_medium,,reseller
bc55d3363ee659d6ab6c908b932c7705,3d3ccf2b2f8134b10dce9dd446f0e075,4/25/2018 18:28,home_decor,online_medium,cat,reseller
